cond,elev,hum,lat,lng,loc,pres,temp,time
Partly Cloudy,911.858398438,0.79,12.9715987,77.5945627,"Bangalore,India",1000.0,65.4,1451586600
Foggy,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,64.0,1451590200
Foggy,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,64.0,1451593800
Foggy,911.858398438,0.86,12.9715987,77.5945627,"Bangalore,India",1000.0,62.57,1451597400
Foggy,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,66.0,1451601000
Foggy,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,66.0,1451604600
Mostly Cloudy,911.858398438,0.86,12.9715987,77.5945627,"Bangalore,India",1015.6,61.38,1451608200
Clear,911.858398438,0.95,12.9715987,77.5945627,"Bangalore,India",1000.0,61.68,1451611800
Clear,911.858398438,0.85,12.9715987,77.5945627,"Bangalore,India",1000.0,63.68,1451615400
Foggy,911.858398438,0.79,12.9715987,77.5945627,"Bangalore,India",1025.26,65.16,1451619000
Clear,911.858398438,0.67,12.9715987,77.5945627,"Bangalore,India",1000.0,69.59,1451622600
Clear,911.858398438,0.56,12.9715987,77.5945627,"Bangalore,India",1000.0,73.59,1451626200
Mostly Cloudy,911.858398438,0.5,12.9715987,77.5945627,"Bangalore,India",1018.3,74.42,1451629800
Clear,911.858398438,0.44,12.9715987,77.5945627,"Bangalore,India",1000.0,79.68,1451633400
Clear,911.858398438,0.38,12.9715987,77.5945627,"Bangalore,India",1000.0,81.68,1451637000
Partly Cloudy,911.858398438,0.35,12.9715987,77.5945627,"Bangalore,India",1000.0,80.02,1451640600
Clear,911.858398438,0.37,12.9715987,77.5945627,"Bangalore,India",1000.0,82.46,1451644200
Breezy,911.858398438,0.39,12.9715987,77.5945627,"Bangalore,India",1000.0,81.23,1451647800
Partly Cloudy,911.858398438,0.37,12.9715987,77.5945627,"Bangalore,India",1014.06,74.84,1451651400
Clear,911.858398438,0.51,12.9715987,77.5945627,"Bangalore,India",1000.0,73.0,1451655000
Clear,911.858398438,0.58,12.9715987,77.5945627,"Bangalore,India",1000.0,72.0,1451658600
Partly Cloudy,911.858398438,0.49,12.9715987,77.5945627,"Bangalore,India",1000.0,69.45,1451662200
Clear,911.858398438,0.62,12.9715987,77.5945627,"Bangalore,India",1000.0,70.0,1451665800
Clear,911.858398438,0.72,12.9715987,77.5945627,"Bangalore,India",1000.0,67.09,1451669400
Partly Cloudy,911.858398438,0.8,12.9715987,77.5945627,"Bangalore,India",1000.0,66.45,1452191400
Clear,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,70.0,1452195000
Clear,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,66.0,1452198600
Partly Cloudy,911.858398438,0.79,12.9715987,77.5945627,"Bangalore,India",1000.0,64.09,1452202200
Clear,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,66.0,1452205800
Foggy,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,66.0,1452209400
Partly Cloudy,911.858398438,0.87,12.9715987,77.5945627,"Bangalore,India",1014.4,62.75,1452213000
Foggy,911.858398438,0.95,12.9715987,77.5945627,"Bangalore,India",1000.0,61.68,1452216600
Foggy,911.858398438,0.88,12.9715987,77.5945627,"Bangalore,India",1000.0,64.46,1452220200
Partly Cloudy,911.858398438,0.83,12.9715987,77.5945627,"Bangalore,India",1016.37,64.48,1452223800
Clear,911.858398438,0.73,12.9715987,77.5945627,"Bangalore,India",1000.0,70.05,1452227400
Clear,911.858398438,0.6,12.9715987,77.5945627,"Bangalore,India",1000.0,73.59,1452231000
Partly Cloudy,911.858398438,0.59,12.9715987,77.5945627,"Bangalore,India",1017.8,74.2,1452234600
Clear,911.858398438,0.5,12.9715987,77.5945627,"Bangalore,India",1000.0,78.14,1452238200
Clear,911.858398438,0.46,12.9715987,77.5945627,"Bangalore,India",1000.0,78.59,1452241800
Partly Cloudy,911.858398438,0.48,12.9715987,77.5945627,"Bangalore,India",1000.0,77.28,1452245400
Clear,911.858398438,0.45,12.9715987,77.5945627,"Bangalore,India",1000.0,78.14,1452249000
Clear,911.858398438,0.44,12.9715987,77.5945627,"Bangalore,India",1000.0,78.14,1452252600
Partly Cloudy,911.858398438,0.47,12.9715987,77.5945627,"Bangalore,India",1011.38,76.45,1452256200
Clear,911.858398438,0.51,12.9715987,77.5945627,"Bangalore,India",1000.0,73.91,1452259800
Clear,911.858398438,0.49,12.9715987,77.5945627,"Bangalore,India",1000.0,72.23,1452263400
Mostly Cloudy,911.858398438,0.48,12.9715987,77.5945627,"Bangalore,India",1000.0,69.26,1452267000
Clear,911.858398438,0.54,12.9715987,77.5945627,"Bangalore,India",1000.0,68.46,1452270600
Clear,911.858398438,0.57,12.9715987,77.5945627,"Bangalore,India",1000.0,66.46,1452274200
Clear,911.858398438,0.71,12.9715987,77.5945627,"Bangalore,India",1000.0,66.14,1452796200
Clear,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,68.0,1452799800
Foggy,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,66.0,1452803400
Partly Cloudy,911.858398438,0.82,12.9715987,77.5945627,"Bangalore,India",1000.0,62.19,1452807000
Foggy,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,66.0,1452810600
Foggy,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,64.0,1452814200
Partly Cloudy,911.858398438,0.84,12.9715987,77.5945627,"Bangalore,India",1012.4,61.19,1452817800
Foggy,911.858398438,0.9,12.9715987,77.5945627,"Bangalore,India",1000.0,59.91,1452821400
Foggy,911.858398438,0.9,12.9715987,77.5945627,"Bangalore,India",1000.0,60.59,1452825000
Partly Cloudy,911.858398438,0.8,12.9715987,77.5945627,"Bangalore,India",1015.15,63.82,1452828600
Clear,911.858398438,0.62,12.9715987,77.5945627,"Bangalore,India",1000.0,69.59,1452832200
Clear,911.858398438,0.54,12.9715987,77.5945627,"Bangalore,India",1000.0,73.59,1452835800
Partly Cloudy,911.858398438,0.43,12.9715987,77.5945627,"Bangalore,India",1014.3,73.78,1452839400
Clear,911.858398438,0.4,12.9715987,77.5945627,"Bangalore,India",1000.0,78.14,1452843000
Clear,911.858398438,0.36,12.9715987,77.5945627,"Bangalore,India",1000.0,80.14,1452846600
Partly Cloudy,911.858398438,0.35,12.9715987,77.5945627,"Bangalore,India",1000.0,80.02,1452850200
Clear,911.858398438,0.34,12.9715987,77.5945627,"Bangalore,India",1000.0,80.59,1452853800
Clear,911.858398438,0.37,12.9715987,77.5945627,"Bangalore,India",1000.0,78.59,1452857400
Partly Cloudy,911.858398438,0.39,12.9715987,77.5945627,"Bangalore,India",1009.03,78.13,1452861000
Clear,911.858398438,0.43,12.9715987,77.5945627,"Bangalore,India",1000.0,75.46,1452864600
Clear,911.858398438,0.53,12.9715987,77.5945627,"Bangalore,India",1000.0,73.46,1452868200
Partly Cloudy,911.858398438,0.59,12.9715987,77.5945627,"Bangalore,India",1000.0,68.47,1452871800
Clear,911.858398438,0.63,12.9715987,77.5945627,"Bangalore,India",1000.0,68.91,1452875400
Clear,911.858398438,0.69,12.9715987,77.5945627,"Bangalore,India",1000.0,66.91,1452879000
Mostly Cloudy,911.858398438,0.87,12.9715987,77.5945627,"Bangalore,India",1000.0,67.97,1453401000
Humid and Foggy,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,72.0,1453404600
Humid and Foggy,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,73.0,1453408200
Partly Cloudy,911.858398438,0.9,12.9715987,77.5945627,"Bangalore,India",1000.0,67.23,1453411800
Humid and Foggy,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,72.0,1453415400
Foggy,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,70.0,1453419000
Partly Cloudy,911.858398438,0.94,12.9715987,77.5945627,"Bangalore,India",1011.9,65.33,1453422600
Foggy,911.858398438,0.95,12.9715987,77.5945627,"Bangalore,India",1000.0,66.91,1453426200
Foggy,911.858398438,0.95,12.9715987,77.5945627,"Bangalore,India",1000.0,67.37,1453429800
Mostly Cloudy,911.858398438,0.82,12.9715987,77.5945627,"Bangalore,India",1014.41,67.33,1453433400
Clear,911.858398438,0.81,12.9715987,77.5945627,"Bangalore,India",1000.0,69.59,1453437000
Clear,911.858398438,0.72,12.9715987,77.5945627,"Bangalore,India",1000.0,72.05,1453440600
Overcast,911.858398438,0.67,12.9715987,77.5945627,"Bangalore,India",1015.7,70.24,1453444200
Clear,911.858398438,0.57,12.9715987,77.5945627,"Bangalore,India",1000.0,74.28,1453447800
Clear,911.858398438,0.53,12.9715987,77.5945627,"Bangalore,India",1000.0,75.5,1453451400
Mostly Cloudy,911.858398438,0.62,12.9715987,77.5945627,"Bangalore,India",1000.0,75.91,1453455000
Clear,911.858398438,0.53,12.9715987,77.5945627,"Bangalore,India",1000.0,75.5,1453458600
Clear,911.858398438,0.51,12.9715987,77.5945627,"Bangalore,India",1000.0,77.05,1453462200
Mostly Cloudy,911.858398438,0.65,12.9715987,77.5945627,"Bangalore,India",1010.1,75.43,1453465800
Clear,911.858398438,0.7,12.9715987,77.5945627,"Bangalore,India",1000.0,73.91,1453469400
Clear,911.858398438,0.7,12.9715987,77.5945627,"Bangalore,India",1000.0,73.91,1453473000
Partly Cloudy,911.858398438,0.79,12.9715987,77.5945627,"Bangalore,India",1000.0,70.2,1453476600
Clear,911.858398438,0.79,12.9715987,77.5945627,"Bangalore,India",1000.0,71.14,1453480200
Clear,911.858398438,0.83,12.9715987,77.5945627,"Bangalore,India",1000.0,69.14,1453483800
Partly Cloudy,911.858398438,0.69,12.9715987,77.5945627,"Bangalore,India",1000.0,70.73,1454005800
Clear,911.858398438,0.81,12.9715987,77.5945627,"Bangalore,India",1000.0,72.0,1454009400
Clear,911.858398438,0.93,12.9715987,77.5945627,"Bangalore,India",1000.0,70.0,1454013000
Partly Cloudy,911.858398438,0.82,12.9715987,77.5945627,"Bangalore,India",1000.0,68.0,1454016600
Clear,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,66.0,1454020200
Clear,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,66.0,1454023800
Partly Cloudy,911.858398438,0.87,12.9715987,77.5945627,"Bangalore,India",1013.0,65.14,1454027400
Foggy,911.858398438,0.98,12.9715987,77.5945627,"Bangalore,India",1000.0,64.0,1454031000
Foggy,911.858398438,0.88,12.9715987,77.5945627,"Bangalore,India",1000.0,68.46,1454034600
Partly Cloudy,911.858398438,0.76,12.9715987,77.5945627,"Bangalore,India",1015.13,69.82,1454038200
Clear,911.858398438,0.67,12.9715987,77.5945627,"Bangalore,India",1000.0,75.05,1454041800
Clear,911.858398438,0.56,12.9715987,77.5945627,"Bangalore,India",1000.0,79.05,1454045400
Clear,911.858398438,0.47,12.9715987,77.5945627,"Bangalore,India",1016.0,81.17,1454049000
Clear,911.858398438,0.4,12.9715987,77.5945627,"Bangalore,India",1000.0,84.91,1454052600
Clear,911.858398438,0.4,12.9715987,77.5945627,"Bangalore,India",1000.0,85.59,1454056200
Partly Cloudy,911.858398438,0.36,12.9715987,77.5945627,"Bangalore,India",1000.0,85.1,1454059800
Clear,911.858398438,0.36,12.9715987,77.5945627,"Bangalore,India",1000.0,87.14,1454063400
Clear,911.858398438,0.37,12.9715987,77.5945627,"Bangalore,India",1000.0,85.37,1454067000
Partly Cloudy,911.858398438,0.39,12.9715987,77.5945627,"Bangalore,India",1010.83,82.56,1454070600
Clear,911.858398438,0.54,12.9715987,77.5945627,"Bangalore,India",1000.0,81.0,1454074200
Clear,911.858398438,0.49,12.9715987,77.5945627,"Bangalore,India",1000.0,79.46,1454077800
Partly Cloudy,911.858398438,0.53,12.9715987,77.5945627,"Bangalore,India",1000.0,75.08,1454081400
Clear,911.858398438,0.61,12.9715987,77.5945627,"Bangalore,India",1000.0,73.46,1454085000
Clear,911.858398438,0.64,12.9715987,77.5945627,"Bangalore,India",1000.0,72.68,1454088600
Partly Cloudy,911.858398438,0.48,12.9715987,77.5945627,"Bangalore,India",1000.0,69.66,1454610600
Clear,911.858398438,0.79,12.9715987,77.5945627,"Bangalore,India",1000.0,70.0,1454614200
Clear,911.858398438,0.93,12.9715987,77.5945627,"Bangalore,India",1000.0,68.0,1454617800
Partly Cloudy,911.858398438,0.64,12.9715987,77.5945627,"Bangalore,India",1000.0,65.14,1454621400
Clear,911.858398438,0.81,12.9715987,77.5945627,"Bangalore,India",1000.0,70.0,1454625000
Clear,911.858398438,0.93,12.9715987,77.5945627,"Bangalore,India",1000.0,66.0,1454628600
Partly Cloudy,911.858398438,0.76,12.9715987,77.5945627,"Bangalore,India",1012.6,62.64,1454632200
Foggy,911.858398438,0.83,12.9715987,77.5945627,"Bangalore,India",1000.0,61.46,1454635800
Foggy,911.858398438,0.73,12.9715987,77.5945627,"Bangalore,India",1000.0,66.46,1454639400
Partly Cloudy,911.858398438,0.6,12.9715987,77.5945627,"Bangalore,India",1013.9,69.12,1454643000
Clear,911.858398438,0.39,12.9715987,77.5945627,"Bangalore,India",1000.0,77.91,1454646600
Clear,911.858398438,0.31,12.9715987,77.5945627,"Bangalore,India",1000.0,84.0,1454650200
Partly Cloudy,911.858398438,0.34,12.9715987,77.5945627,"Bangalore,India",1000.0,81.23,1454653800
Clear,911.858398438,0.31,12.9715987,77.5945627,"Bangalore,India",1000.0,86.0,1454657400
Clear,911.858398438,0.27,12.9715987,77.5945627,"Bangalore,India",1000.0,88.0,1454661000
Partly Cloudy,911.858398438,0.24,12.9715987,77.5945627,"Bangalore,India",1000.0,83.23,1454664600
Clear,911.858398438,0.27,12.9715987,77.5945627,"Bangalore,India",1000.0,88.0,1454668200
Clear,911.858398438,0.25,12.9715987,77.5945627,"Bangalore,India",1000.0,88.0,1454671800
Partly Cloudy,911.858398438,0.27,12.9715987,77.5945627,"Bangalore,India",1000.0,81.14,1454675400
Clear,911.858398438,0.39,12.9715987,77.5945627,"Bangalore,India",1000.0,81.0,1454679000
Clear,911.858398438,0.47,12.9715987,77.5945627,"Bangalore,India",1000.0,77.0,1454682600
Clear,911.858398438,0.58,12.9715987,77.5945627,"Bangalore,India",1000.0,75.0,1454686200
Clear,911.858398438,0.62,12.9715987,77.5945627,"Bangalore,India",1000.0,73.0,1454689800
Clear,911.858398438,0.62,12.9715987,77.5945627,"Bangalore,India",1000.0,73.0,1454693400
Mostly Cloudy,911.858398438,0.64,12.9715987,77.5945627,"Bangalore,India",1000.0,73.07,1455215400
Clear,911.858398438,0.84,12.9715987,77.5945627,"Bangalore,India",1000.0,75.0,1455219000
Clear,911.858398438,0.9,12.9715987,77.5945627,"Bangalore,India",1000.0,73.0,1455222600
Mostly Cloudy,911.858398438,0.69,12.9715987,77.5945627,"Bangalore,India",1000.0,70.14,1455226200
Clear,911.858398438,0.84,12.9715987,77.5945627,"Bangalore,India",1000.0,75.0,1455229800
Clear,911.858398438,0.79,12.9715987,77.5945627,"Bangalore,India",1000.0,73.0,1455233400
Partly Cloudy,911.858398438,0.61,12.9715987,77.5945627,"Bangalore,India",1011.0,68.82,1455237000
Clear,911.858398438,0.61,12.9715987,77.5945627,"Bangalore,India",1000.0,68.91,1455240600
Clear,911.858398438,0.5,12.9715987,77.5945627,"Bangalore,India",1000.0,72.68,1455244200
Mostly Cloudy,911.858398438,0.48,12.9715987,77.5945627,"Bangalore,India",1012.66,71.47,1455247800
Clear,911.858398438,0.4,12.9715987,77.5945627,"Bangalore,India",1000.0,78.14,1455251400
Clear,911.858398438,0.41,12.9715987,77.5945627,"Bangalore,India",1000.0,78.59,1455255000
Partly Cloudy,911.858398438,0.46,12.9715987,77.5945627,"Bangalore,India",1012.5,82.23,1455258600
Clear,911.858398438,0.35,12.9715987,77.5945627,"Bangalore,India",1000.0,86.91,1455262200
Clear,911.858398438,0.32,12.9715987,77.5945627,"Bangalore,India",1000.0,89.14,1455265800
Partly Cloudy,911.858398438,0.34,12.9715987,77.5945627,"Bangalore,India",1000.0,85.73,1455269400
Clear,911.858398438,0.31,12.9715987,77.5945627,"Bangalore,India",1000.0,87.14,1455273000
Clear,911.858398438,0.31,12.9715987,77.5945627,"Bangalore,India",1000.0,87.14,1455276600
Mostly Cloudy,911.858398438,0.38,12.9715987,77.5945627,"Bangalore,India",1008.15,85.12,1455280200
Clear,911.858398438,0.43,12.9715987,77.5945627,"Bangalore,India",1000.0,82.46,1455283800
Clear,911.858398438,0.41,12.9715987,77.5945627,"Bangalore,India",1000.0,81.68,1455287400
Partly Cloudy,911.858398438,0.43,12.9715987,77.5945627,"Bangalore,India",1000.0,78.02,1455291000
Clear,911.858398438,0.54,12.9715987,77.5945627,"Bangalore,India",1000.0,74.37,1455294600
Clear,911.858398438,0.57,12.9715987,77.5945627,"Bangalore,India",1000.0,73.91,1455298200
Partly Cloudy,911.858398438,0.71,12.9715987,77.5945627,"Bangalore,India",1000.0,71.19,1455820200
Clear,911.858398438,0.79,12.9715987,77.5945627,"Bangalore,India",1000.0,73.0,1455823800
Clear,911.858398438,0.81,12.9715987,77.5945627,"Bangalore,India",1000.0,72.0,1455827400
Clear,911.858398438,0.79,12.9715987,77.5945627,"Bangalore,India",1000.0,68.09,1455831000
Clear,911.858398438,0.87,12.9715987,77.5945627,"Bangalore,India",1000.0,72.0,1455834600
Clear,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,68.0,1455838200
Clear,911.858398438,0.78,12.9715987,77.5945627,"Bangalore,India",1013.1,65.37,1455841800
Clear,911.858398438,0.75,12.9715987,77.5945627,"Bangalore,India",1000.0,66.0,1455845400
Clear,911.858398438,0.6,12.9715987,77.5945627,"Bangalore,India",1000.0,70.68,1455849000
Partly Cloudy,911.858398438,0.42,12.9715987,77.5945627,"Bangalore,India",1015.85,72.67,1455852600
Clear,911.858398438,0.36,12.9715987,77.5945627,"Bangalore,India",1000.0,82.14,1455856200
Clear,911.858398438,0.32,12.9715987,77.5945627,"Bangalore,India",1000.0,83.82,1455859800
Partly Cloudy,911.858398438,0.32,12.9715987,77.5945627,"Bangalore,India",1015.7,83.37,1455863400
Clear,911.858398438,0.31,12.9715987,77.5945627,"Bangalore,India",1000.0,87.14,1455867000
Clear,911.858398438,0.29,12.9715987,77.5945627,"Bangalore,India",1000.0,87.14,1455870600
Partly Cloudy,911.858398438,0.28,12.9715987,77.5945627,"Bangalore,India",1000.0,86.2,1455874200
Clear,911.858398438,0.3,12.9715987,77.5945627,"Bangalore,India",1000.0,87.59,1455877800
Clear,911.858398438,0.31,12.9715987,77.5945627,"Bangalore,India",1000.0,87.14,1455881400
Partly Cloudy,911.858398438,0.31,12.9715987,77.5945627,"Bangalore,India",1009.76,85.2,1455885000
Clear,911.858398438,0.4,12.9715987,77.5945627,"Bangalore,India",1000.0,82.46,1455888600
Clear,911.858398438,0.53,12.9715987,77.5945627,"Bangalore,India",1000.0,82.0,1455892200
Partly Cloudy,911.858398438,0.46,12.9715987,77.5945627,"Bangalore,India",1000.0,77.19,1455895800
Clear,911.858398438,0.69,12.9715987,77.5945627,"Bangalore,India",1000.0,79.0,1455899400
Clear,911.858398438,0.79,12.9715987,77.5945627,"Bangalore,India",1000.0,77.0,1455903000
Partly Cloudy,911.858398438,0.66,12.9715987,77.5945627,"Bangalore,India",1000.0,75.86,1456425000
Humid,911.858398438,0.88,12.9715987,77.5945627,"Bangalore,India",1000.0,79.0,1456428600
Humid,911.858398438,0.88,12.9715987,77.5945627,"Bangalore,India",1000.0,79.0,1456432200
Partly Cloudy,911.858398438,0.8,12.9715987,77.5945627,"Bangalore,India",1000.0,73.19,1456435800
Humid,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,77.0,1456439400
Humid,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,75.0,1456443000
Partly Cloudy,911.858398438,0.83,12.9715987,77.5945627,"Bangalore,India",1012.4,70.01,1456446600
Foggy,911.858398438,0.9,12.9715987,77.5945627,"Bangalore,India",1000.0,71.14,1456450200
Clear,911.858398438,0.9,12.9715987,77.5945627,"Bangalore,India",1000.0,71.59,1456453800
Mostly Cloudy,911.858398438,0.82,12.9715987,77.5945627,"Bangalore,India",1014.64,71.11,1456457400
Clear,911.858398438,0.73,12.9715987,77.5945627,"Bangalore,India",1000.0,75.05,1456461000
Clear,911.858398438,0.61,12.9715987,77.5945627,"Bangalore,India",1000.0,79.05,1456464600
Mostly Cloudy,911.858398438,0.56,12.9715987,77.5945627,"Bangalore,India",1014.9,80.35,1456468200
Clear,911.858398438,0.4,12.9715987,77.5945627,"Bangalore,India",1000.0,85.37,1456471800
Clear,911.858398438,0.38,12.9715987,77.5945627,"Bangalore,India",1000.0,85.59,1456475400
Partly Cloudy,911.858398438,0.32,12.9715987,77.5945627,"Bangalore,India",1000.0,86.2,1456479000
Clear,911.858398438,0.34,12.9715987,77.5945627,"Bangalore,India",1000.0,87.59,1456482600
Clear,911.858398438,0.34,12.9715987,77.5945627,"Bangalore,India",1000.0,87.59,1456486200
Partly Cloudy,911.858398438,0.37,12.9715987,77.5945627,"Bangalore,India",1008.53,85.28,1456489800
Clear,911.858398438,0.43,12.9715987,77.5945627,"Bangalore,India",1000.0,83.37,1456493400
Clear,911.858398438,0.47,12.9715987,77.5945627,"Bangalore,India",1000.0,80.14,1456497000
Partly Cloudy,911.858398438,0.47,12.9715987,77.5945627,"Bangalore,India",1000.0,79.12,1456500600
Humid,911.858398438,0.72,12.9715987,77.5945627,"Bangalore,India",1000.0,82.0,1456504200
Humid,911.858398438,0.88,12.9715987,77.5945627,"Bangalore,India",1000.0,79.0,1456507800
Partly Cloudy,911.858398438,0.61,12.9715987,77.5945627,"Bangalore,India",1000.0,73.5,1457029800
Clear,911.858398438,0.84,12.9715987,77.5945627,"Bangalore,India",1000.0,75.0,1457033400
Clear,911.858398438,0.9,12.9715987,77.5945627,"Bangalore,India",1000.0,73.0,1457037000
Partly Cloudy,911.858398438,0.69,12.9715987,77.5945627,"Bangalore,India",1000.0,70.0,1457040600
Clear,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,70.0,1457044200
Clear,911.858398438,1.0,12.9715987,77.5945627,"Bangalore,India",1000.0,68.0,1457047800
Clear,911.858398438,0.79,12.9715987,77.5945627,"Bangalore,India",1012.6,66.7,1457051400
Foggy,911.858398438,0.92,12.9715987,77.5945627,"Bangalore,India",1000.0,64.46,1457055000
Clear,911.858398438,0.88,12.9715987,77.5945627,"Bangalore,India",1000.0,67.37,1457058600
Partly Cloudy,911.858398438,0.7,12.9715987,77.5945627,"Bangalore,India",1015.21,71.74,1457062200
Clear,911.858398438,0.5,12.9715987,77.5945627,"Bangalore,India",1000.0,79.5,1457065800
Clear,911.858398438,0.36,12.9715987,77.5945627,"Bangalore,India",1000.0,83.28,1457069400
Mostly Cloudy,911.858398438,0.24,12.9715987,77.5945627,"Bangalore,India",1014.1,85.6,1457073000
Clear,911.858398438,0.16,12.9715987,77.5945627,"Bangalore,India",1000.0,91.91,1457076600
Clear,911.858398438,0.16,12.9715987,77.5945627,"Bangalore,India",1000.0,92.37,1457080200
Partly Cloudy,911.858398438,0.14,12.9715987,77.5945627,"Bangalore,India",1000.0,90.42,1457083800
Clear,911.858398438,0.19,12.9715987,77.5945627,"Bangalore,India",1000.0,91.14,1457087400
Clear,911.858398438,0.19,12.9715987,77.5945627,"Bangalore,India",1000.0,91.14,1457091000
Partly Cloudy,911.858398438,0.2,12.9715987,77.5945627,"Bangalore,India",1007.99,87.46,1457094600
Clear,911.858398438,0.22,12.9715987,77.5945627,"Bangalore,India",1000.0,86.0,1457098200
Clear,911.858398438,0.3,12.9715987,77.5945627,"Bangalore,India",1000.0,82.0,1457101800
Partly Cloudy,911.858398438,0.33,12.9715987,77.5945627,"Bangalore,India",1000.0,78.85,1457105400
Clear,911.858398438,0.43,12.9715987,77.5945627,"Bangalore,India",1000.0,75.91,1457109000
Clear,911.858398438,0.51,12.9715987,77.5945627,"Bangalore,India",1000.0,73.91,1457112600
Partly Cloudy,911.858398438,0.57,12.9715987,77.5945627,"Bangalore,India",1000.0,75.32,1457634600
Clear,911.858398438,0.84,12.9715987,77.5945627,"Bangalore,India",1000.0,75.0,1457638200
Humid,911.858398438,0.94,12.9715987,77.5945627,"Bangalore,India",1000.0,75.0,1457641800
Partly Cloudy,911.858398438,0.72,12.9715987,77.5945627,"Bangalore,India",1000.0,73.0,1457645400
Clear,911.858398438,0.93,12.9715987,77.5945627,"Bangalore,India",1000.0,72.0,1457649000
Clear,911.858398438,0.93,12.9715987,77.5945627,"Bangalore,India",1000.0,72.0,1457652600
Partly Cloudy,911.858398438,0.79,12.9715987,77.5945627,"Bangalore,India",1011.8,70.7,1457656200
Foggy,911.858398438,0.84,12.9715987,77.5945627,"Bangalore,India",1000.0,70.46,1457659800
Clear,911.858398438,0.73,12.9715987,77.5945627,"Bangalore,India",1000.0,75.91,1457663400
Mostly Cloudy,911.858398438,0.7,12.9715987,77.5945627,"Bangalore,India",1012.78,76.37,1457667000
Clear,911.858398438,0.58,12.9715987,77.5945627,"Bangalore,India",1000.0,82.59,1457670600
Clear,911.858398438,0.5,12.9715987,77.5945627,"Bangalore,India",1000.0,86.05,1457674200
Partly Cloudy,911.858398438,0.47,12.9715987,77.5945627,"Bangalore,India",1013.1,86.41,1457677800
Clear,911.858398438,0.27,12.9715987,77.5945627,"Bangalore,India",1000.0,92.05,1457681400
Clear,911.858398438,0.19,12.9715987,77.5945627,"Bangalore,India",1000.0,94.59,1457685000
Partly Cloudy,911.858398438,0.26,12.9715987,77.5945627,"Bangalore,India",1000.0,92.46,1457688600
Clear,911.858398438,0.2,12.9715987,77.5945627,"Bangalore,India",1000.0,94.59,1457692200
Clear,911.858398438,0.21,12.9715987,77.5945627,"Bangalore,India",1000.0,94.37,1457695800
Partly Cloudy,911.858398438,0.23,12.9715987,77.5945627,"Bangalore,India",1006.73,91.78,1457699400
Clear,911.858398438,0.28,12.9715987,77.5945627,"Bangalore,India",1000.0,88.68,1457703000
Clear,911.858398438,0.33,12.9715987,77.5945627,"Bangalore,India",1000.0,85.37,1457706600
Partly Cloudy,911.858398438,0.38,12.9715987,77.5945627,"Bangalore,India",1000.0,82.24,1457710200
Clear,911.858398438,0.44,12.9715987,77.5945627,"Bangalore,India",1000.0,80.14,1457713800
Clear,911.858398438,0.59,12.9715987,77.5945627,"Bangalore,India",1000.0,82.0,1457717400
Mostly Cloudy,911.858398438,0.6,12.9715987,77.5945627,"Bangalore,India",1000.0,81.17,1458239400
Humid,911.858398438,0.77,12.9715987,77.5945627,"Bangalore,India",1000.0,81.0,1458243000
Humid,911.858398438,0.79,12.9715987,77.5945627,"Bangalore,India",1000.0,82.0,1458246600
Mostly Cloudy,911.858398438,0.52,12.9715987,77.5945627,"Bangalore,India",1000.0,78.19,1458250200
Humid,911.858398438,0.8,12.9715987,77.5945627,"Bangalore,India",1000.0,84.0,1458253800
Humid,911.858398438,0.91,12.9715987,77.5945627,"Bangalore,India",1000.0,82.0,1458257400
Partly Cloudy,911.858398438,0.75,12.9715987,77.5945627,"Bangalore,India",1010.1,76.74,1458261000
Clear,911.858398438,0.88,12.9715987,77.5945627,"Bangalore,India",1000.0,75.91,1458264600
Clear,911.858398438,0.78,12.9715987,77.5945627,"Bangalore,India",1000.0,78.59,1458268200
Partly Cloudy,911.858398438,0.7,12.9715987,77.5945627,"Bangalore,India",1010.97,79.48,1458271800
Clear,911.858398438,0.58,12.9715987,77.5945627,"Bangalore,India",1000.0,85.59,1458275400
